accession	function_def	DT02PM02	DT02PM03	DT02PM10	DT04PM03	DT04PM07	DT06PM10	DT08PM01	DT09PM03	DT10PM04	DT10PM09	NT02PM01	NT02PM03	NT02PM04	NT02PM10	NT05PM09	NT06PM03	NT06PM04	NT08PM03	NT09PM08	NT10PM03
K02691	photosystem I subunit VII	0	4.945906023	22.56232865	29.76641092	15.49150066	5.775546472	4.191388472	7.221752026000001	5.371559219	27.0626768	0	1.254756694	2.895637058	7.443141954	3.784661025	4.345365315	4.749104747	5.266967846	2.468920318	14.664415849000001
K02697	photosystem I subunit IX	10.41220995	0	0	11.20941263	20.13767043	0	0	1.308953733	0	0	0	0	1.853509101	4.093538157	0.544407158	0	0	2.903863232	4.851491225	13.88006057
K02703	photosystem II P680 reaction center D1 protein [EC:1.10.3.9]	14.188345902	20.716503958	44.365538991	15.150396406	20.147745860999997	7.728884509	11.527966294999999	2.8710787140000003	9.010333164	3.658806796	11.706737678	16.513499146	24.149229377999998	8.536627688	1.473192031	1.698274607	6.300164616	8.138831462	3.16454374	9.84685162
K02704	photosystem II CP47 chlorophyll apoprotein	8.120277393	10.79293577	20.60526163	12.59558621	31.483394072000003	0	6.414158144	1.821128468	12.197721331	0	3.23831022	3.930801783	13.719789201000001	9.404347768000001	0.587391464	2.553031432	5.580717105	2.693876239	2.06746978	5.549057737
K02705	photosystem II CP43 chlorophyll apoprotein	5.277125724	9.605596509	7.35075999	9.681074944	20.06777927	3.525042836	1.127160746	6.2902250319999995	4.2268683	6.569538072	5.21898318	7.765397291	8.607667511999999	3.426932088	1.76931124	2.311932535	1.7729305750000002	7.402053787	4.82931185	9.842917173
K02706	photosystem II P680 reaction center D2 protein [EC:1.10.3.9]	3.188470502	8.239014986	14.992400564	14.719949397	21.88135939	2.76028778	1.471040296	3.786643958	10.45055376	3.7319829319999998	8.421832529	5.790051074000001	2.664201169	6.388423309999999	1.323920624	0.362298583	7.271496483	6.32676862	3.897872248	12.842548095000001
K02707	photosystem II cytochrome b559 subunit alpha	0	7.836565818	29.285957214	14.474616906	25.09010997	0	10.35297145	13.29539409	0	0	5.447942928	3.0783207	3.083665438	7.186204116	1.148863113	2.250483421	3.028873472	4.134986334	2.572595683	9.964029714999999
K02708	photosystem II cytochrome b559 subunit beta	0	8.536573664	6.428351604	13.02715522	0	0	11.41306614	0	0	0	0	0.169227054	0	0	0	0	2.790890556	0	0	6.99424927
K02709	photosystem II PsbH protein	0	5.180748189	4.725417188	5.999347797	9.475267657	12.22855913	0	0	0.879645565	0	0	2.945465483	3.976305434	7.562643386	0.968402143	0	0	3.501407284	1.852515073	9.877843268
K02710	photosystem II PsbI protein	0	9.561895371	5.127426131	4.753151227	0	2.464862385	0	0	0	0	10.05684954	0	0.942409188	0	2.556581657	0	3.894265892	0	0	0
K02712	photosystem II PsbK protein	0	9.653131896	24.19375857	0	26.9563165	0	0	0	5.040594638	0	2.275632554	0	0	5.1781318160000005	0	2.070762837	0.822122799	2.110413278	2.61937015	2.914270529
K02714	photosystem II PsbM protein	1.646047897	0	2.351835953	12.07725848	18.03999642	0	0	3.795535249	0	0	0	0	5.08508291	0	0.522533656	3.256441558	3.407482656	0.137396698	2.974563759	9.088881213
K02715	PsbN protein	0	6.707908228	8.078709214	14.01406091	14.679208913	4.244151574	0	0	0	0	5.046857412	0	0	5.851667723	1.606960647	2.20132413	0	5.395943041	7.983551067	15.8695277
K02725	20S proteasome subunit alpha 6 [EC:3.4.25.1]	0	2.15022082	0	0	0	1.496371552	1.387076809	0	0	28.64461463	0	5.847992447	9.386348031	4.228671644	0	0	3.621085909	0	0	0
K02726	20S proteasome subunit alpha 2 [EC:3.4.25.1]	0	1.913778008	0	0	0	0	0	0	0	25.04564431	0	2.243894641	6.072973073	2.029561075	0.393281843	0	0.243839853	0	0	0
K02727	20S proteasome subunit alpha 7 [EC:3.4.25.1]	0	4.703478252	0	0	0	0	0	0	3.528545883	67.73694662	2.097670465	1.965005406	6.939974457	0.951998176	0	0.972798076	1.587953082	0	0	0
K02728	20S proteasome subunit alpha 3 [EC:3.4.25.1]	0	0	0	0	0	0.236629799	2.225419935	4.946776398	0	0	1.019514162	2.603493141	0	1.330713648	0	0	3.578064816	0	0	0
K02729	20S proteasome subunit alpha 5 [EC:3.4.25.1]	0	0	0	0	0	0	9.661977166	0	5.249497727	8.751470308	2.7645006789999997	7.460744268	4.017182023	1.668910881	2.640509843	1.354029754	2.177438994	5.409238658	0	9.223713043
K02731	20S proteasome subunit alpha 4 [EC:3.4.25.1]	0	0	0	0	0	0	0	0	0.576159562	34.38402027	3.255903516	9.660283364	12.601028907	2.350875309	1.136347626	0.928751694	4.970934215000001	0	1.524794771	0
K02732	20S proteasome subunit beta 6 [EC:3.4.25.1]	0	1.839877938	0	0	4.408574838	4.86210691	4.377304254	0	0	3.832000606	4.762193304	2.766494451	0.652608874	0.842416151	1.985308183	0	4.232897709	1.465564777	0	9.278008577
K02735	20S proteasome subunit beta 3 [EC:3.4.25.1]	0	5.334026002	13.85463108	0	0	2.832295287	3.275146319	0	0	0	0	20.457325031	2.16578509	1.247794003	0	0	1.693159084	0	0	0
K02736	20S proteasome subunit beta 7 [EC:3.4.25.1]	0	9.631061638	0	0	3.433190066	0	3.823215108	1.406187805	5.6048238139999995	47.449605216	2.950175488	15.435773217000001	7.071080018	3.4947284119999997	0.810210916	0	14.799997040000001	5.192551658	0	7.510702275
K02742	SprT protein	2.114810369	54.886473159000005	20.225361142	6.443557904	29.94978717	0	0	0	0	0	1.291663389	1.765847522	0	0.831862669	1.038576211	0	0	2.478987228	0	1.013659315
K02769	fructose PTS system EIIB component [EC:2.7.1.202]	0	0	0	0	0	0	4.539397818	9.462274785	5.592248437	0	0	0	0	0.986228937	0	0	0	0	0	22.06032688
K02770	fructose PTS system EIIBC or EIIC component [EC:2.7.1.202]	0	0	2.276663114	47.83373822	64.9295006	0	0	0	2.229238761	0	0	0	0	0	0	0	0	0.550734154	0	0
K02777	sugar PTS system EIIA component [EC:2.7.1.-]	0	0.123529174	1.567890635	26.97171573	0	3.202027494	2.174314258	12.938662746999999	24.654550884	1.352001676	7.63466064	17.150368621	3.6382543189999996	6.201129061	3.302182953	3.663438742	8.674732516999999	14.784291337	1.999915047	4.35064931
K02784	phosphocarrier protein HPr	215.386903373	153.086521048	194.843186814	231.798329537	264.731943451	182.744345076	172.98349505	162.84803176399998	191.93875387	126.641655711	209.265522564	115.28406459600001	132.695734041	200.550588206	157.352136263	171.051959205	139.638721947	102.005196564	128.872007759	236.31447457299998
K02793	mannose PTS system EIIA component [EC:2.7.1.191]	294.228902259	133.557420384	156.307446125	134.557903348	263.490830581	138.893219078	123.559000376	143.868226315	149.302001063	307.110786022	155.16274650100002	111.64206771	81.640201223	91.968056727	93.217944579	141.408067968	125.18930142800001	100.516415	86.701785065	120.512835583
K02798	mannitol PTS system EIIA component [EC:2.7.1.197]	4.42429805	0	0	18.85720925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02800	mannitol PTS system EIICBA or EIICB component [EC:2.7.1.197]	23.192670076	32.201136714	16.271405173	17.554851712999998	28.76153588	1.700856178	0	0	4.075261391	0	0	0	0	0	0	0	0	0	0	0
K02803	N-acetylglucosamine PTS system EIIB component [EC:2.7.1.193]	8.982201709	28.953429772	2.169304891	1.175068488	5.112208066999999	0.941369821	3.801082225	7.350270998	12.657855532	0	11.285580946	22.056104855	14.75164435	13.214616787	7.175728331	5.32821274	9.464186822	17.746741381	6.1690507320000005	1.064045038
K02804	N-acetylglucosamine PTS system EIICBA or EIICB component [EC:2.7.1.193]	2.827245126	25.093648214	38.130632373	41.04446164	6.173600356	16.954817109	12.026642504000002	8.589971715	42.64307431	1.938948511	1.347680002	13.61424183	6.370586536999999	15.161039535	0.99076303	7.654034739	40.88133326	15.826483827	2.378761994	8.061115283
K02805	dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]	7.821001691999999	154.208480742	49.216096091000004	18.885224778	95.252594034	7.656586433	6.678783928	30.103235853	23.32120487	61.282643495	42.608895947	26.295128967	29.317401757	44.979026394	64.268723013	16.562219567	14.524034675000001	4.973235362	44.529506325	30.234885573
K02806	nitrogen PTS system EIIA component [EC:2.7.1.-]	222.862469678	116.01132459	133.993138873	88.151541379	120.526008572	83.348586777	97.546554579	89.632473961	125.472039943	154.66176632	103.998823482	81.037370869	111.665477702	123.078039432	123.804280627	119.055290689	104.349285241	68.366463587	77.771360263	81.319807601
K02822	ascorbate PTS system EIIB component [EC:2.7.1.194]	24.06279123	16.51300559	0	3.578888796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02823	dihydroorotate dehydrogenase electron transfer subunit	47.389329902	79.003578046	97.975744496	43.21132548	95.811136189	23.079741049	31.880578504000002	21.733210839999998	7.913593046	11.328717267	6.998813001	30.306649176	17.627920566	13.727055112	2.485171313	18.959582038	35.829406756	3.2030313230000003	13.350728010000001	19.648773742
K02825	pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]	450.921474944	260.370491017	300.967772426	230.12138527599998	162.54853189099998	195.203138185	227.027259959	265.22438467	157.630464813	157.547538158	216.075129144	234.819729369	261.513629472	202.020387399	167.766321267	154.004790746	180.514050036	228.309776787	216.170654744	145.785979821
K02830	cell cycle checkpoint protein [EC:3.1.11.2]	0	3.994631189	0	0	0	6.814812387	0	5.50853735	7.30588325	29.29268509	2.913906371	12.525108901	10.42223184	0.460156945	1.180543571	0.828084312	4.722970345	1.947626579	0	3.559745324
K02834	ribosome-binding factor A	320.798729383	394.208751554	495.223037718	354.835450135	454.383273434	405.425596094	337.65975061300003	347.765534038	403.619136235	199.049917518	404.867578637	446.974945298	382.373489313	323.953385288	337.442670316	353.629925306	338.150005595	406.868224719	333.301007921	324.869957113
K02835	peptide chain release factor 1	474.537970717	406.253578615	558.394114286	352.019330523	593.800758572	375.587919952	386.31153571	477.592328962	380.02153714	283.510993639	328.837864674	388.577985581	409.323550314	301.278403605	323.174033481	340.201081363	325.07306291	421.997736226	298.391750495	318.563849164
K02836	peptide chain release factor 2	489.865438289	392.675477908	465.02940677099997	335.245777548	441.236190316	368.076571364	359.202378302	343.07708973900003	406.898187445	355.285216253	381.48756700399997	336.588980168	403.14339172	363.144447265	334.683458227	344.476632776	370.016388962	351.108280331	334.883860933	330.486508535
K02837	peptide chain release factor 3	298.75923360400003	169.499261643	128.662452092	243.14327945	299.591081266	207.268627761	191.212580376	144.715810372	212.972782494	215.930131385	155.522546403	163.353269961	237.276025632	163.867599419	135.86659082	179.81192499	222.824313019	166.512452683	112.688182946	163.78645475
K02838	ribosome recycling factor	776.537260861	592.647900956	697.214987973	612.782125222	630.012922859	512.213357913	520.873285001	537.976705025	483.772843111	553.343310507	412.697023927	440.77362687	493.236859942	375.566896178	378.738327551	414.17369936	579.5853353	417.113388657	366.002053399	502.452061645
K02841	heptosyltransferase I [EC:2.4.-.-]	59.778205103000005	1.100641267	75.678697447	12.05678984	21.579242965	32.171903067	34.975923576	60.907237626	22.090696086	9.404845187	28.715079397	28.926725679	24.832378459	20.452299167	47.497955368	26.907009006	45.421960365000004	43.542197908	43.642052754	46.732975842
K02843	heptosyltransferase II [EC:2.4.-.-]	102.044398518	59.727822394	194.500530461	23.874522583	89.876889938	20.781273195	18.138844402	12.952283712	40.433910418	19.390334363	57.679489532	40.881890143	37.039524304000004	43.67198404	66.203276889	56.430403137	17.696556471	27.048783327	39.191990622	55.305755709
K02844	UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]	80.473389171	26.701489325	114.914736222	144.012013723	81.48547656699999	137.131928007	118.14831396699999	243.89627064799998	94.952181117	15.409405372	92.558861499	72.970510752	81.486217658	82.019684712	6.39431018	60.836534283999995	62.491923579	51.830609275	28.121180729	103.662918064
K02847	O-antigen ligase [EC:2.4.1.-]	186.197767578	186.236424162	155.30774697	91.285884226	91.374837759	80.784476535	99.380189879	46.397527135	80.641571553	54.315866144	66.882719872	50.171853843	54.893672634	59.950045429	92.569716242	80.039562631	61.189826076	38.306917251	67.002834733	58.619277834
K02848	heptose I phosphotransferase [EC:2.7.1.-]	0	0	0	0	0	4.180707404	3.330592022	5.707574156	14.306566523999999	0	8.170060171	5.172309186	5.114307525	16.089572322	1.056568626	7.177751932	1.040415607	3.241944555	16.954612871000002	3.060680349
K02849	heptosyltransferase III [EC:2.4.-.-]	7.737183661	19.39542939	17.0526423	18.740548571	20.87760174	17.591750307	12.626097705000001	5.006820803	9.166272168999999	0	0	7.868146951	2.357350307	3.580651813	0.457501622	1.132183071	5.484881538	0	0	0
K02851	UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33 2.7.8.35]	381.933027539	319.872347576	433.42206139900003	281.34273326699997	368.0453889	116.996724424	134.84934444	163.00045920899998	134.235250653	121.42379705500001	167.43091378100002	204.258243823	216.85751451299998	156.44893694	152.679928413	118.117096215	134.996106638	80.667100305	158.164328054	86.111948593
K02856	L-rhamnose-H+ transport protein	1.814011968	37.348095103	74.98126593	61.85651445	67.215214459	227.754701303	258.704817538	286.072809336	202.574293909	64.418096205	219.418171265	239.483895259	186.065298668	205.277753466	147.97672185	255.162148967	227.580707031	357.98568471699997	230.675907996	236.038790459
K02858	3,4-dihydroxy 2-butanone 4-phosphate synthase [EC:4.1.99.12]	45.904668746	113.869286733	117.877205289	110.43681058	63.445194674	44.447122686	54.472358264	20.137216598000002	20.30415933	35.301107929000004	15.116851219	34.598479465	44.018925456	28.800565515	2.294882506	14.655424791	23.652791842000003	3.083797121	7.971834188	7.0719547899999995
K02860	16S rRNA processing protein RimM	185.456358141	281.915464466	274.560724902	262.420979558	301.284250254	226.38069222	239.544690592	311.30669769	237.485586059	219.651254745	320.769420617	268.347312548	246.064210739	274.747840582	326.545892873	319.556800048	289.097889537	335.253075636	278.680638623	259.43996866
K02862	putative membrane protein	42.040319655	105.260198323	105.14495226199999	94.983841304	86.284837219	7.317942309	2.566855815	1.268980406	6.403991099	0	1.289756792	1.415139129	0.713654113	0	0	0	0	0	0	0
K02863	large subunit ribosomal protein L1	947.321389989	639.556452711	624.1173006	839.046743702	758.730782237	436.383916009	374.857922256	503.88085585	535.744095168	637.499414337	425.940326938	449.973873991	553.491171063	415.130334115	415.97970026	420.200042343	510.576770834	414.87978995000003	406.078993458	452.241961038
K02864	large subunit ribosomal protein L10	856.917335677	473.33698786	597.083155707	698.0132450469999	683.351991734	503.65281588	447.88124489	505.944092581	409.171081025	558.268024758	329.906979682	360.938313978	416.807577535	384.307518998	350.417391368	370.353514951	516.898751227	449.940087577	386.437415246	368.735023025
K02866	large subunit ribosomal protein L10e	0	3.019266361	0	22.94591248	0	0	0	0	0	41.79736041	0	3.041181843	2.069527975	1.20620087	0	0	3.311066652	0	0	0
K02867	large subunit ribosomal protein L11	816.503636419	576.791615007	624.15899001	785.13276398	868.501311406	483.26057015	499.057548193	504.705655748	592.574251925	735.221245751	448.962150473	381.239978848	511.028353393	400.344328059	393.484866795	413.787347065	634.485751916	432.197542519	341.77820846500003	468.083673125
K02868	large subunit ribosomal protein L11e	14.20496144	0	0	20.13153351	0	0	3.295875093	2.56863639	0	0	3.06207565	4.438461472	0	0.169531506	0	1.268331668	0	0	0	0
K02871	large subunit ribosomal protein L13	704.665167544	619.85000512	535.902187426	560.257886442	588.847259695	561.847363924	433.905420567	540.401642213	524.458113891	502.202464672	418.406525656	453.72027915	473.66311292800003	463.107636245	365.958139709	432.34196508	525.597476372	505.029397798	386.939358209	373.985820105
K02872	large subunit ribosomal protein L13Ae	0	4.633320201	0	0	0	4.175819975	4.42858567	0	6.565012884	44.36492488	15.777595217	2.603493141	17.762693122	6.313753074	1.623108207	2.140987218	4.626521017	7.575842537	0	17.70979783
K02873	large subunit ribosomal protein L13e	0	2.820459284	0	2.605431043	0	0	0	0	8.679169575	20.10840118	0	0	6.922331754	2.376246481	0	0	0	9.454651486	0	11.40528914
K02874	large subunit ribosomal protein L14	974.343222975	749.980574003	734.300597896	981.566913658	820.726940245	610.217688942	613.184162262	414.644183183	627.079611484	551.1753233640001	519.711266116	566.461835987	546.679704333	522.975501084	407.672481195	413.041936041	622.514333339	504.201346938	372.050648783	421.564025054
K02876	large subunit ribosomal protein L15	781.154692207	427.677660922	667.641828731	520.663788089	592.917096592	379.535007472	372.97447114	376.317483128	503.333009012	392.703476694	357.995864465	386.512408289	460.432607273	363.21758358799997	355.125370819	365.24999334300003	397.97002701	428.07753584700004	324.150429765	344.423664019
K02878	large subunit ribosomal protein L16	842.275892709	681.137115616	700.792710662	780.264559887	900.261168483	567.337561321	525.159525677	580.774889884	565.755822219	580.950055264	483.886429353	474.581317042	611.695014372	392.942910974	406.697880371	456.800442794	621.560146279	500.148388198	337.063056477	480.995967235
K02879	large subunit ribosomal protein L17	442.189245938	547.033472345	672.470091766	498.414465852	501.067607361	432.329907584	354.901609864	479.689943714	388.102164389	412.050825709	327.383869479	390.605555478	411.510531617	385.17471865	396.610653225	365.614975419	393.514217566	420.558417664	408.259523156	316.332939796
K02881	large subunit ribosomal protein L18	563.010976913	515.445391842	532.862231749	562.210088158	611.220090037	410.68093887000003	389.674535789	424.399710106	376.131300388	362.535940754	414.751554085	325.693420556	421.792768976	409.017088684	335.135857512	397.536591278	395.556520591	424.28321257700003	337.399151258	323.08087536
K02882	large subunit ribosomal protein L18Ae	0	0.868111422	0	0	0	0	0	0	0	38.79571983	8.896839237	1.430087782	5.016385326	0	0	0	3.382343615	0	0	0
K02883	large subunit ribosomal protein L18e	0	0	0	0	0	0	0	0	4.174694549	24.62675651	0.398069835	0	9.166280232	1.464248065	0.942917876	0	0	1.243801685	2.547977543	1.689087409
K02884	large subunit ribosomal protein L19	561.525976566	449.76388255	491.372393103	527.140923991	677.812308712	560.715105925	470.940338743	608.5995990170001	554.813155406	569.536470229	401.538463456	445.494959288	478.568156257	451.160088437	380.531718847	413.124317307	494.400933093	453.028903726	349.147011896	418.784314984
K02885	large subunit ribosomal protein L19e	0	8.543422098	6.757898987	0	0	0	0	0	0	0	0	0	2.221600848	0	0	0	0	0	0	0
K02886	large subunit ribosomal protein L2	933.602587138	759.147857423	809.902393025	944.447990519	980.782546357	569.346269059	531.393959799	450.42886267299997	607.396928611	744.60173914	411.020948894	437.249320399	486.803384406	440.550714567	418.697163296	433.363290741	543.802553983	504.730128593	348.2932875	443.769688843
K02887	large subunit ribosomal protein L20	666.875947178	602.785230587	608.128676194	650.783417229	729.90602541	678.760163422	496.7331108	618.336023422	549.76785415	577.489383521	501.86483177	448.68637074500003	512.006214369	400.235607551	356.271057536	445.460291429	540.882781334	487.341606446	360.989613518	457.883454664
K02888	large subunit ribosomal protein L21	504.84832165800003	485.78128466	488.490766484	512.224777804	407.196345114	460.257230227	439.727418785	470.336389372	399.546704664	396.591976633	379.535292863	450.55468259	585.2948304610001	401.40789449	396.983054463	451.407889052	441.809895131	442.13515867899997	361.231499719	417.860293039
K02889	large subunit ribosomal protein L21e	0	0	0	0	3.393102776	2.961035982	4.623613381	6.045925772	4.043704007	0	4.09204655	15.236588587	14.370312225	0	0	0	7.08048344	6.69896336	1.275667281	6.941262533
K02890	large subunit ribosomal protein L22	717.154400499	362.628088471	483.393271362	492.551675554	625.002355877	413.547962165	439.796543349	475.694952472	454.639929744	484.35035624	375.319117911	343.695055516	406.53964284200003	349.353536655	368.906563844	367.14156493	463.565293994	458.8908756	367.933760197	356.245000508
K02892	large subunit ribosomal protein L23	1043.608499482	656.3813071019999	775.932093244	705.81376894	839.729132802	426.877985015	586.4517818850001	469.531944775	593.631571628	530.735340133	419.67355175299997	462.295861572	423.114963813	433.892820439	396.140403363	378.82729307	589.486702	411.671552654	334.295101417	428.199081569
K02894	large subunit ribosomal protein L23e	3.664670642	10.71578582	0	11.61728993	0	0	5.0822307769999995	0	2.603750872	9.199149007	9.190102304	1.019757833	12.53465815	3.605227563	0.468377507	0.755306706	2.299228882	0	0	3.002864353
K02895	large subunit ribosomal protein L24	789.9534222020001	607.020090682	664.7694071999999	865.916596098	676.528315305	499.653686158	409.946223743	386.343526644	500.151368531	463.917216609	371.423159354	431.225233256	455.183222124	377.684968455	326.9564692	401.612614695	434.653315731	398.979996292	343.56429532	412.827512228
K02896	large subunit ribosomal protein L24e	5.195688599	2.163379655	0	0	0	5.125748002	5.025109231	3.258605873	18.027087597	45.031764816999996	2.980961063	13.086869212	17.788283006	5.019331859	1.647751835	1.009404107	6.385373434	6.001535728	0.349942308	1.077730233
K02897	large subunit ribosomal protein L25	632.35827838	562.660009921	707.015142353	428.674673688	571.571595447	489.787921024	419.27922721	607.001870906	451.922626168	411.33582988899997	322.900421375	453.170475503	402.09989133799996	383.470149288	327.329751536	368.152171607	406.714639947	341.016080173	323.48952342399997	334.16057559899997
K02898	large subunit ribosomal protein L26e	0	4.208541343	0	0	0	0	1.609585546	0	28.77225148	46.98983931	4.994945366	7.24907163	13.84770745	2.414824641	0	0.972798076	1.890420336	0	0	0
K02899	large subunit ribosomal protein L27	555.213121094	396.831878199	527.893485569	450.519650141	433.689990896	484.250001476	484.191497288	413.614756289	437.135971649	368.881149769	408.971348961	367.778757855	490.668510865	399.742427518	319.931297256	380.11789367	442.825788658	500.331367236	379.785101799	374.127421605
K02901	large subunit ribosomal protein L27e	0	14.607348696999999	8.12867572	0	0	0.728570696	6.7149118350000006	5.846780872	7.579998428	25.56350537	9.161263647	7.7785067009999995	16.254787047999997	0.629369782	0	0	8.263928279	0.867768618	0.461590135	0
K02902	large subunit ribosomal protein L28	497.698684439	347.868315946	400.88911775	501.765514834	529.714406063	399.387142026	426.647642978	484.148309297	474.107352508	297.266915944	452.2925798	419.064629362	445.404147379	408.790792267	432.091703012	399.02906685	404.981609399	361.236412107	443.727932464	349.601767833
K02903	large subunit ribosomal protein L28e	0	6.952742985	3.449359397	0	0	0	0	0	0	44.70394608	5.2716692169999995	6.680125535	18.644989187	5.6759485860000005	1.575845636	1.3143338930000001	2.731798462	0	0	0
K02904	large subunit ribosomal protein L29	466.938443883	554.557067226	483.28320092900003	523.082897366	477.720443608	438.977949102	469.087632293	519.210366812	507.167267204	391.86362940600003	379.079909595	355.050694976	389.289791471	430.015808203	372.19618815	387.401852199	459.463623677	398.293676406	316.327166474	467.220480196
K02905	large subunit ribosomal protein L29e	0	0	0	0	0	4.991784797	0.698321428	1.702510905	2.494014246	0	0	3.112221686	1.30417327	0	0	0	1.492055897	1.010734329	0	1.228236622
K02906	large subunit ribosomal protein L3	566.566889886	693.593452343	712.405265492	759.668141607	814.02039796	526.676358375	464.122755136	533.558978811	580.07523702	520.403889633	430.993871802	414.472263724	431.805871427	422.424574193	432.652156936	407.122890621	466.480552971	422.474033388	361.290295156	357.767943668
K02907	large subunit ribosomal protein L30	717.939383996	436.719819697	542.300304887	410.475090892	350.218787429	296.45732095	300.809602592	341.385139831	339.57461733499997	380.526069991	340.549297753	282.047908472	297.221681062	305.249557663	342.579223185	348.024790435	340.10307013	380.360554223	293.72296001899997	246.355685599
K02908	large subunit ribosomal protein L30e	0	0	0	0	0	0	8.310931902	0	0	0	0	2.256360722	0	2.638012979	0	0	0	2.957776185	1.403234009	0
K02909	large subunit ribosomal protein L31	494.951925283	389.869362374	596.957766357	354.301011782	472.102675671	403.404690078	442.087403355	313.831430413	350.325046954	395.765323837	364.978669775	397.490853243	415.739967265	372.382993476	449.969900006	343.810234047	543.080801747	423.950134796	398.91943880499997	348.35825924
K02910	large subunit ribosomal protein L31e	0	1.330271459	1.669408734	0	0	0	0	0	0.405860448	26.24601623	0	3.671861837	5.805550538	0	0	0	1.400815069	0	0	0
K02911	large subunit ribosomal protein L32	367.091610661	266.646661488	354.781101651	361.781800218	404.773791014	265.841709937	359.355834429	315.864822248	368.983401838	391.194279879	320.245577795	286.637600235	267.593306896	357.420558537	332.221695016	361.365584553	399.652190468	475.574321392	353.091857376	323.490889707
K02913	large subunit ribosomal protein L33	656.041358904	346.394812167	478.709836336	584.004489822	549.189289894	288.39299777	376.882914479	268.318855248	519.968165204	144.596884176	486.102910052	297.710470606	259.567782581	397.027378915	419.083412706	369.409786293	332.377108432	350.841003648	441.296963286	366.498619875
K02914	large subunit ribosomal protein L34	181.1060418	185.406276068	130.25294994	133.76382393	44.877115028	192.749700518	165.323234388	226.960091683	182.534755318	216.440794654	179.244857552	161.507880999	162.79939354	158.684319483	167.350739553	131.794100335	113.429731304	226.425354183	227.050169319	161.419476028
K02916	large subunit ribosomal protein L35	560.032820897	484.717191467	518.818128971	473.979310803	443.991837852	447.607467808	373.703575269	528.929248646	522.18110737	401.867405607	464.477225765	428.512681259	429.46975684	344.268129852	349.30182140299996	401.52062717	424.593235794	475.70008686	300.425850387	367.990356689
K02917	large subunit ribosomal protein L35Ae	0	2.741418128	0	0	0	0	0	0	0	0	0	0	6.740871406	0	0	0	0	4.816677072	0	3.775502716
K02918	large subunit ribosomal protein L35e	0	11.994582472000001	11.45766233	0	0	0	0	0	0	37.45207534	4.501251206	0	5.188552624	1.608080741	0.481283909	0	16.222140055	1.148025742	0.489399516	1.014597888
K02919	large subunit ribosomal protein L36	321.06548414499997	197.818039635	204.384237881	305.261442146	207.002025438	166.733007146	148.238418626	165.108328536	185.165057265	204.351145291	126.66641592	120.422653798	159.628845724	137.188650672	105.256390885	158.89490116	233.421482258	118.140519113	69.837063383	138.373910775
K02921	large subunit ribosomal protein L37Ae	0	0	0	0	0	1.326061916	3.975177594	0	0	0	4.707415383	6.324699674	4.360226879	0	0	0	2.833995026	0	0	0
K02923	large subunit ribosomal protein L38e	3.685611617	6.213906122	0	0	0	4.342852774	0	0	0	12.42351581	4.225664397	0	0.2033186	0	0	0	3.15250096	0	0	2.664475912
K02925	large subunit ribosomal protein L3e	0	6.770097123	10.08092789	0	0	1.581135719	0.623549702	0.944893552	0	69.63655575	1.506256489	9.015717197	4.24412972	4.325506598	0.953430868	0	3.236095409	0.320147645	0	0
K02926	large subunit ribosomal protein L4	910.227010664	517.497415206	625.411599488	584.937161434	625.126184718	483.180306244	387.76505011	440.949492244	472.038358709	501.563771024	303.782970846	418.05819274099997	396.828081207	334.645869938	360.165593503	341.829471832	524.182756759	425.21101272699997	309.282577735	349.928906221
K02929	large subunit ribosomal protein L44e	0	2.429705474	0	0	0	0	0	0	4.245245988	50.55728625	0	2.531048115	2.021399418	0	0	0	5.041851493	0	0	0
K02930	large subunit ribosomal protein L4e	0	3.448840859	6.248161187	0	0	0	0	0	0	21.12611488	0	2.220867408	6.977559307	2.090639129	0	0	3.281684741	0	0.788333713	0
K02931	large subunit ribosomal protein L5	741.874902864	602.460062246	601.153406048	776.742869003	692.445484927	538.788034121	498.798483509	516.285930366	601.775779197	479.70392093	421.848047725	522.28555858	620.230373651	431.787513449	363.277003619	421.607874128	562.164848983	534.17746946	366.987050019	524.286445844
K02932	large subunit ribosomal protein L5e	0	7.747291582	0	0	0	0	0	0	3.138033086	14.63116184	4.206814523	3.912238349	3.735979281	0.996502156	0.385278272	3.084955388	4.562502378	2.12743274	2.26328066	0.940087268
K02933	large subunit ribosomal protein L6	727.087628705	713.44324215	748.894800256	778.37542711	796.836509473	553.191164948	455.719479051	474.945399694	533.639715345	653.635974668	463.60684116	453.712786678	489.664484245	432.798946094	359.173627914	376.502236457	443.372543864	347.855502628	334.726386064	433.000401372
K02934	large subunit ribosomal protein L6e	0	0	0	24.93331429	0.365127364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
